Canal,Nome vídeo,Data
[CesarMBeatZ]," BASE DE RAP - "" NO ESTOY BIEN "" - INSTRUMENTAL HIP-HOP UNDERGROUND - 2020 - [CesarMBeatZ]",2021-05-19T03:04:24.931Z
Case-g Music, BASE DE RAP - SENTIMIENTOS FRIOS - UNDERGROUND HIP HOP INSTRUMENTAL,2021-05-19T03:04:17.671Z
Raza Beatz," ""Escritura Nocturna"" - Base De Rap Underground | Boom Bap Beats | Sad Guitar Hip Hop Instrumental",2021-05-19T03:03:10.808Z
XavierX Beatz," Guitar Sample Boom Bap Beat | ""LA CANTINA"" | Boom Bap Triste Instrumental Uso Libre |",2021-05-19T03:01:56.983Z
KHALI BEATS, Classic Boom Bap Sample Type Beat - 90s RAP Instrumental - (prod. KHALI BEATS),2021-05-19T03:01:49.973Z
Casa Verde Beats," [Free] Boom Bap ""Dark tunes"" Base de Rap - Casa Verde Beats",2021-05-19T03:00:45.802Z
Icaro Beats," Base de Rap, Boom Bap/ Trap Beat - "" Liga "" (Uso Livre) | Prod. IcaroBeats",2021-05-19T03:00:20.319Z
Khronos Beats," ""Hammer"" - Rap Freestyle Type Beat | Hard Underground Boom Bap Type Beat (By KhronosBeats)",2021-05-19T02:58:57.034Z
90's Beats," ""Booming"" 90's Old School Instrumental Rap Hip Hop Boom Bap Beat (SOLD)",2021-05-19T02:57:32.344Z
Rubz On The Track," [SOLD] Gambi x Offset Type Beat - ""Smoke"" | Guitar Rap Instrumental 2021",2021-05-19T02:56:48.527Z
Khronos Beats," ""More Smoke"" - Rap Freestyle Type Beat | Underground Hip-Hop Boom Bap Type Beat (By KhronosBeats)",2021-05-19T02:52:12.942Z
ESKRY," [SOLD] SKI MASK THE SLUMP GOD TYPE BEAT ""DRUM"" (prod. ESKRY)",2021-05-19T02:49:26.171Z
ESKRY," [FREE] SKI MASK THE SLUMP GOD TYPE BEAT ""BLOODY (DRUM 4)"" (prod. ESKRY)",2021-05-19T02:49:11.825Z
Prod Camelo, [FREE] Sidoka x Lil Skies Type Beat / Free 'LoveBit' Trap Beats 2020 - Rap Instrumental @Prod.Camelo,2021-05-19T02:43:22.766Z
nk music," [FREE] J. Cole x Isaiah Rashad x Kendrick Lamar Type Beat | ""Triton""",2021-05-19T02:38:30.550Z
midsummer, [FREE] Lo-fi type beat - Lighter | lofi hiphop beat,2021-05-19T02:36:07.392Z
Bóson Treinamentos, O que são Subconsultas SQL (Subqueries) em Bancos de Dados,2021-05-18T23:30:39.823Z
Daniel Morais Infocotidiano, Curso PostgreSQL #24 Min() e Max(),2021-05-18T23:01:47.142Z
BOTECO F1, A MELHOR TEMPORADA de FÓRMULA 1™ que JÁ VIMOS | ESPECIAL 1000 CORRIDAS (Parte 01),2021-05-18T20:11:51.539Z
BOTECO F1, A CIÊNCIA e a MULHER na FÓRMULA 1™,2021-05-18T20:01:54.953Z
elasnapista, Conheça TODAS as mulheres que PILOTARAM na Fórmula 1,2021-05-18T20:01:27.368Z
BOTECO F1, Por que não existem MULHERES na FÓRMULA 1™?,2021-05-18T20:01:05.225Z
BOTECO F1, As NOVAS REGRAS da FÓRMULA 1 para 2020-2025 | EXPLICADAS 🏎️🔍👀,2021-05-18T19:58:25.663Z
BOTECO F1, Quais são as MUDANÇAS nos CARROS da FÓRMULA 1 para 2021? 🏎🔍👀,2021-05-18T19:58:08.149Z
SemstressTv, EMICIDA VS RASHID - QUEM ERA MELHOR?,2021-05-18T19:51:15.331Z
SemstressTv," OS 3 TEMORES RASHID, PROJOTA E EMICIDA.",2021-05-18T19:43:03.714Z
One Tutorial, Curso de Banco de Dados #2 Tutorial PostgreSQL Aula 1 Basico,2021-05-14T15:56:09.675Z
Bóson Treinamentos, Curso de PostgreSQL - Comandos básicos do utilitário psql,2021-05-14T15:50:22.729Z
Professor MarcoMaddo," Guia Completo PostgreSQL - pgAdmin Criar, Copiar e Restaurar um Banco de Dados",2021-05-14T15:35:44.648Z
Aecio Marques Teixeira, Exportar e Importar dados do PostgreSQL para arquivos .CSV,2021-05-14T15:35:06.092Z
Fernando Anselmo, Postgres no Docker,2021-05-14T02:15:50.042Z
Bóson Treinamentos, Curso de PostgreSQL - Comandos básicos do utilitário psql,2021-05-14T01:58:41.522Z
Alura Cursos Online, O que é ACID? #AluraMais,2021-05-14T01:13:10.827Z
Dbbits - Marcelo Adade, Introdução ao Log de Transações do SQL SERVER,2021-05-14T00:12:37.472Z
Alessandro Trovato, SQL SERVER - 30 - TRANSACTION - Protegendo seus dados com o uso de transações,2021-05-14T00:10:00.069Z
Zurubabel, Curso SQL Server Para Iniciantes (Aula 23) - Transações,2021-05-14T00:08:58.292Z
Alura Cursos Online, O que é Machine Learning? #HipstersPontoTube,2021-05-13T22:31:30.277Z
Curso em Vídeo, Curso MySQL #15 - Chaves Estrangeiras e JOIN,2021-05-13T14:20:36.061Z
Curso em Vídeo, ♫ Baile de Tabela ♫ [Paródia - Baile de Favela - MC João],2021-05-13T13:30:30.170Z
Curso em Vídeo, Curso MySQL #16 - INNER JOIN com várias tabelas,2021-05-13T13:27:16.664Z
Mario Filho, Ela se Tornou Cientista de Dados em Apenas 6 Meses - Live #37,2021-05-13T13:22:07.360Z
adsense, https://www.youtube.com/watch?v=nDgMUpWFOR8,2021-05-13T02:42:06.012Z
7 Minutoz, Rap do Naruto - O DEMÔNIO DENTRO DE MIM | NERD HITS,2021-05-13T02:24:06.507Z
7 Minutoz, Rap do Pennywise (IT: A Coisa) - O PALHAÇO | NERD HITS,2021-05-13T02:18:53.227Z
7 Minutoz, Rap do Coringa (Batman) - POR QUE ESTÁ TÃO SÉRIO? | NERD HITS,2021-05-13T02:13:56.096Z
7 Minutoz, Rap dos Coringas - CIRCO DOS HORRORES | NERD HITS,2021-05-13T02:11:25.021Z
7 Minutoz, Rap da Akatsuki (Naruto) - OS NINJAS MAIS PROCURADOS DO MUNDO | NERD HITS,2021-05-13T01:59:18.226Z
7 Minutoz, Rap do Itachi (Naruto) - ESSA DOR QUE CAUSEI... | NERD HITS,2021-05-13T01:55:50.739Z
7 Minutoz," Rap do Kakashi, Naruto, Sasuke e Sakura - TIME 7 | NERD HITS",2021-05-13T01:52:08.925Z
7 Minutoz, Rap do Gaara (Naruto) - CAIXÃO DE AREIA | NERD HITS,2021-05-13T01:49:30.434Z
7 Minutoz, Rap do Kakashi (Naruto) - AQUELE QUE COPIA OS 1.000 JUTSUS | NERD HITS,2021-05-13T01:46:28.893Z
All Place Br, Rap do Coringa 💎 MINHA MENTE É INSANA 💎 JOKER | AllPlaceBr,2021-05-13T01:33:39.598Z
7 Minutoz, Rap do Venom (Homem-Aranha) - NÓS SOMOS VENOM | NERD HITS,2021-05-13T01:28:34.532Z
didatics, 8 SINAIS DE QUE ALGUÉM ESTÁ ESCONDENDO A DEPRESSÃO,2021-05-13T01:13:56Z
didatics, 10 COISAS QUE A DEPRESSÃO NOS LEVA A FAZER,2021-05-13T01:13:15.510Z
Elaine Montenegro, COMO GANHAR DINHEIRO NO YOUTUBE SEM APARECER | COPIE E COLE,2021-05-13T01:03:47.266Z
Ferramentas Blog, Tipos de Vídeos que você NÃO precisa aparecer,2021-05-13T01:01:19.477Z
adsense, 🎥 Como CRIAR Um Canal No YOUTUBE Em 2021 PASSO A PASSO ✔,2021-05-13T00:48:40.283Z
Gabriel Produções, O Vendedor de Sonhos - Não tenha Medo do Caminho! Vídeo Motivacional (Motivação 2021),2021-05-12T23:59:36.215Z
Gloria Groove, Gloria Groove - Apaga a Luz,2021-05-12T23:59:07.193Z
Minutos Psíquicos, DEPRESSÃO,2021-05-12T23:52:32.391Z
Lucas e Orelha (Oficial), MASHUPÃO! Lucas e Orelha X Morfasi Sax X Kayky X Stefan Baby X Rapha Lucas X Jall X Raphinha X Mih,2021-05-12T23:44:18.431Z
Lexa, Lexa :: Posso Ser (Clipe Oficial),2021-05-12T23:43:57.100Z
Lexa, Lexa e Sorriso Maroto - Quase Lá (Clipe oficial),2021-05-12T23:41:17.071Z
Curso em Vídeo, Exercício Python #078 - Maior e Menor valores na Lista,2021-05-09T14:53:04.146Z
Curso em Vídeo, Exercício Python #077 - Contando vogais em Tupla,2021-05-09T14:52:56.591Z
Curso em Vídeo, Exercício Python #076 - Lista de Preços com Tupla,2021-05-09T14:52:52.825Z
Curso em Vídeo, Exercício Python #075 - Análise de dados em uma Tupla,2021-05-09T14:52:50.426Z
Curso em Vídeo, Exercício Python #074 - Maior e menor valores em Tupla,2021-05-09T14:52:39.744Z
Curso em Vídeo, Exercício Python #073 - Tuplas com Times de Futebol,2021-05-09T14:51:50.508Z
Curso em Vídeo, Exercício Python #072 - Número por Extenso,2021-05-09T14:51:44.087Z
Curso em Vídeo, Exercício Python #071 - Simulador de Caixa Eletrônico,2021-05-09T14:51:39.377Z
Curso em Vídeo, Exercício Python #070 - Estatísticas em produtos,2021-05-09T14:51:30.975Z
Curso em Vídeo, Exercício Python #069 - Análise de dados do grupo,2021-05-09T14:51:16.660Z
Curso em Vídeo, Exercício Python #068 - Jogo do Par ou Ímpar,2021-05-09T14:51:03.721Z
Curso em Vídeo, Exercício Python #067 - Tabuada v3.0,2021-05-09T14:50:58.175Z
Curso em Vídeo, Exercício Python #066 - Vários números com flag,2021-05-09T14:50:53.775Z
Curso em Vídeo, Exercício Python #065 - Maior e Menor valores,2021-05-09T14:50:49.144Z
Curso em Vídeo, Exercício Python #064 - Tratando vários valores v1.0,2021-05-09T14:50:43.733Z
Curso em Vídeo, Exercício Python #063 - Sequência de Fibonacci v1.0,2021-05-09T14:50:32.935Z
Curso em Vídeo, Exercício Python #062 - Super Progressão Aritmética v3.0,2021-05-09T14:50:27.638Z
Curso em Vídeo, Exercício Python #061 - Progressão Aritmética v2.0,2021-05-09T14:50:15.161Z
Curso em Vídeo, Exercício Python #060 - Cálculo do Fatorial,2021-05-09T14:50:09.736Z
Curso em Vídeo, Exercício Python #059 - Criando um Menu de Opções,2021-05-09T14:49:56.642Z
Curso em Vídeo, Exercício Python #058 - Jogo da Adivinhação v2.0,2021-05-09T14:49:47.407Z
Curso em Vídeo, Exercício Python #057 - Validação de Dados,2021-05-09T14:49:27.123Z
Curso em Vídeo, Exercício Python #056 - Analisador completo,2021-05-09T14:48:38.500Z
Curso em Vídeo, Exercício Python #055 - Maior e menor da sequência,2021-05-09T14:48:35.074Z
Curso em Vídeo, Exercício Python #054 - Grupo da Maioridade,2021-05-09T14:48:29.737Z
Curso em Vídeo, Exercício Python #053 - Detector de Palíndromo,2021-05-09T14:48:07.231Z
Curso em Vídeo, Exercício Python #052 - Números primos,2021-05-09T14:48:04.958Z
Curso em Vídeo, Exercício Python #051 - Progressão Aritmética,2021-05-09T14:47:52.243Z
Curso em Vídeo, Exercício Python #050 - Soma dos pares,2021-05-09T14:47:29.077Z
Curso em Vídeo, Exercício Python #049 - Tabuada v.2.0,2021-05-09T14:47:27.007Z
Curso em Vídeo, Exercício Python #048 - Soma ímpares múltiplos de três,2021-05-09T14:47:23.198Z
Curso em Vídeo, Exercício Python #047 - Contagem de pares,2021-05-09T14:47:20.105Z
Curso em Vídeo, Exercício Python #046 - Contagem regressiva,2021-05-09T14:46:59.946Z
Curso em Vídeo, Exercício Python #045 - GAME: Pedra Papel e Tesoura,2021-05-09T14:46:55.105Z
Curso em Vídeo, Exercício Python #044 - Gerenciador de Pagamentos,2021-05-09T14:46:51.142Z
Curso em Vídeo, Exercício Python #043 - Índice de Massa Corporal,2021-05-09T14:46:40.014Z
Curso em Vídeo, Exercício Python #042 - Analisando Triângulos v2.0,2021-05-09T14:46:22.952Z
Curso em Vídeo, Python Exercício #041 - Classificando Atletas,2021-05-09T14:46:19.938Z
Curso em Vídeo, Exercício Python #040 - Aquele clássico da Média,2021-05-09T14:46:14.938Z
Curso em Vídeo, Exercício Python #039 - Alistamento Militar,2021-05-09T14:46:12.950Z
Curso em Vídeo, Exercício Python #038 - Comparando números,2021-05-09T14:46:10.429Z
Curso em Vídeo, Exercício Python #037 - Conversor de Bases Numéricas,2021-05-09T14:46:07.439Z
Curso em Vídeo, Exercício Python #036 - Aprovando Empréstimo,2021-05-09T14:46:04.625Z
Curso em Vídeo, Exercício Python #035 - Analisando Triângulo v1.0,2021-05-09T14:45:57.267Z
Curso em Vídeo, Exercício Python #034 - Aumentos múltiplos,2021-05-09T14:45:54.855Z
Curso em Vídeo, Exercício Python #033 - Maior e menor valores,2021-05-09T14:45:52.400Z
Curso em Vídeo, Exercício Python #032 - Ano Bissexto,2021-05-09T14:45:46.284Z
Curso em Vídeo, Exercício Python #031 - Custo da Viagem,2021-05-09T14:45:41.707Z
Curso em Vídeo, Exercício Python #030 - Par ou Ímpar?,2021-05-09T14:45:38.552Z
Curso em Vídeo, Exercício Python #029 - Radar eletrônico,2021-05-09T14:45:34.672Z
Curso em Vídeo, Exercício Python #028 - Jogo da Adivinhação v.1.0,2021-05-09T14:45:28.414Z
Curso em Vídeo, Exercício Python #027 - Primeiro e último nome de uma pessoa,2021-05-09T14:44:48.799Z
Curso em Vídeo, Exercício Python #026 - Primeira e última ocorrência de uma string,2021-05-09T14:39:09.019Z
Curso em Vídeo, Exercício Python #025 - Procurando uma string dentro de outra,2021-05-09T14:38:50.367Z
Curso em Vídeo, Exercício Python #024 - Verificando as primeiras letras de um texto,2021-05-09T14:37:57.493Z
Curso em Vídeo, Exercício Python #023 - Separando dígitos de um número,2021-05-09T14:37:36.814Z
Curso em Vídeo, Exercício Python #022 - Analisador de Textos,2021-05-09T14:36:59.148Z
Curso em Vídeo, Exercício Python #021 - Tocando um MP3,2021-05-09T14:36:42.681Z
Curso em Vídeo, Exercício Python #020 - Sorteando uma ordem na lista,2021-05-09T14:36:10.935Z
Curso em Vídeo, Exercício Python #019 - Sorteando um item na lista,2021-05-09T14:35:44.375Z
Curso em Vídeo," Exercício Python #018 - Seno, Cosseno e Tangente",2021-05-09T14:35:38.979Z
Curso em Vídeo, Exercício Python #017 - Catetos e Hipotenusa,2021-05-09T14:35:34.179Z
Curso em Vídeo, Exercício Python #016 - Quebrando um número,2021-05-09T14:35:30.725Z
Curso em Vídeo, Exercício Python #015 - Aluguel de Carros,2021-05-09T14:35:26.970Z
Curso em Vídeo, Exercício Python #014 - Conversor de Temperaturas,2021-05-09T14:35:22.649Z
Curso em Vídeo, Exercício Python #013 - Reajuste Salarial,2021-05-09T14:35:18.346Z
Curso em Vídeo, Exercício Python #012 - Calculando Descontos,2021-05-09T14:35:12.981Z
Curso em Vídeo, Exercício Python #011 - Pintando Parede,2021-05-09T14:35:06.758Z
Curso em Vídeo, Exercício Python #010 - Conversor de Moedas,2021-05-09T14:34:41.432Z
Curso em Vídeo, Exercício Python #008 - Conversor de Medidas,2021-05-09T14:33:51.009Z
Curso em Vídeo, Exercício Python #007 - Média Aritmética,2021-05-09T14:33:39.109Z
Curso em Vídeo," Exercício Python #006 - Dobro, Triplo, Raiz Quadrada",2021-05-09T14:33:16.265Z
Curso em Vídeo, Seja APOIADOR e receba RECOMPENSAS,2021-05-09T14:33:09.791Z
Curso em Vídeo, Exercício Python #005 - Antecessor e Sucessor,2021-05-09T14:32:57.014Z
Curso em Vídeo, Exercício Python #004 - Dissecando uma Variável,2021-05-09T14:32:41.807Z
Curso em Vídeo, Exercício Python #003 - Somando dois números,2021-05-09T14:32:29.997Z
Curso em Vídeo, Exercício Python #002 - Respondendo ao Usuário,2021-05-09T14:32:14.327Z
Curso em Vídeo, Exercício Python #001 - Deixando tudo pronto,2021-05-09T14:32:05.881Z
Mistérios do Espaço, AO VIVO: Monitorando a QUEDA do foguete chinês,2021-05-09T01:49:27.009Z
Curso em Vídeo, Curso Python #17 - Listas (Parte 1),2021-05-08T20:12:10.785Z
Curso em Vídeo, Curso Python #17 - Listas (Parte 2),2021-05-08T20:07:09.387Z
Prof. Felipe Louza, Aula 7.6 - O tamanho da lista com len() [Python],2021-05-08T19:44:42.902Z
Fabio Ruicci, Loops Pythonicos: Usando enumerate() em vez de range(len()),2021-05-08T19:44:23.226Z
Código Logo, Python Função len   Obter tamanho de string e coleção de dados,2021-05-08T19:43:26.363Z
PrOgRaMaNdO, Variáveis String (função len) : PrOgRaMaNdO Python #13,2021-05-08T19:34:44.118Z
Ignorância Zero, Aulas Python - 028 - Listas: Função len e Método Count,2021-05-08T19:20:26.296Z
Bóson Treinamentos," 10 - Python - Strings 01 - Concatenação, Repetição, Imutabilidade e a Função len()",2021-05-08T19:13:27.053Z
Script Deep;, Curso Python - Função Len e Métodos de Lista,2021-05-08T19:13:07.233Z
Curso em Vídeo, Curso Python #09 - Manipulando Texto,2021-05-08T19:12:24.822Z
Escola de Código, Função LEN em Python - Funções Embutidas (Built-in Functions) - (Python Tutorial #26),2021-05-08T19:10:09.749Z
Programador BR," 3 Apps ""ridículos"" que faturam mais de 10 mil dólares",2021-05-08T17:44:10.533Z
Programador BR, 3 projetos de nível iniciante que geram até $3000 por Mês.,2021-05-08T17:33:34.685Z
Meteoro Brasil, BOLSONARO INSINUA QUE VÍRUS É ARMA BIOLÓGICA,2021-05-08T17:30:18.092Z
HBO Brasil, GREG NEWS | COMIDA,2021-05-08T17:28:16.584Z
HBO Brasil, GREG NEWS | ABERTURA DAS ESCOLAS,2021-05-08T16:46:26.341Z
Mães em Home Office, RENDA EXTRA COM 5 SITES DE TAREFAS SIMPLES UHRS! GANHE DINHEIRO EM DÓLAR E EURO TRABALHANDO DE CASA,2021-05-07T22:31:32.738Z
Fature Com Naldo," Vagas Home Office Sem Experiência Salário A Partir R$1.000,00- Fature Com Naldo",2021-05-07T22:29:07.136Z
Mães em Home Office, TRABALHO HOME OFFICE LANÇANDO NOTAS FISCAIS OCTA CRMALL COMO FUNCIONA? COMO SE CADASTRAR? 🏡  💻,2021-05-07T22:11:39.293Z
Jean Santos, App PAGANDO 15 reais no CADASTRO e 25 por indicar - Aplicativo para Ganhar Dinheiro na Internet 2021,2021-05-07T21:59:37.534Z
La-Cortes, MV BILL FALA DOS RACIONAIS E (TRETA) COM ICE BLUE,2021-05-07T19:59:51.484Z
La-Cortes, MV BILL FALA DE OPERAÇÃO NO JACAREZINHO,2021-05-07T19:50:02.348Z
Rafael Gomex, Docker - Mapeamento de portas,2021-05-07T19:47:37.386Z
PLENOS DIGITAL Eventos e Gráfica, COMO ACESSAR REMOTAMENTE UM OUTRO CELULAR A DISTÂNCIA,2021-05-07T12:08:19.329Z
Agilso, Como espelhar celular no PC sem apps (Método Nativo - Conectar),2021-05-07T12:01:44.256Z
WT Software, COMO INSTALAR UM PROGRAMA ESPIÃO DE CELULAR (2021),2021-05-07T11:58:05.422Z
CARACOL PLAY, NOVO 2021 - Aplicativo espião é capaz de monitorar toda a atividade de um smartphone,2021-05-07T11:53:57.726Z
GTech, Como RASTREAR o CELULAR do seu MARIDO/ESPOSA (SEM PEGAR O CELULAR) | Guajenet,2021-05-07T11:52:01.614Z
eXcript, Curso de Python - Aula 42 - Estruturas de Dados - Listas - eXcript,2021-05-06T22:26:35.264Z
Galeria do Meteorito, FOGUETE CHINÊS de 30 METROS ESTÁ CAINDO DESCONTROLADAMENTE - BRASIL ESTÁ NO CAMINHO!,2021-05-06T18:37:28.722Z
Marcos Castro, Python - Criando classes,2021-05-06T18:12:13.408Z
DevMedia, Como criar minha primeira classe em Python,2021-05-06T18:01:00.492Z
Otávio Miranda, Herança simples - Python Orientado a Objetos - Aula 44,2021-05-06T15:04:11.203Z
Otávio Miranda, Encapsulamento - Python Orientado a Objetos - Aula 40,2021-05-06T15:02:32.219Z
Future Cloud, Comandos do Docker Container na Prática para os SysAdmins e Desenvolvedores!,2021-05-06T11:55:32.302Z
Robson V. Leite, RELACIONAMENTO E INTEGRIDADE DO BANCO DE DADOS | POSTGRESQL #03,2021-05-06T11:55:01.145Z
Fernando Anselmo, Postgres no Docker,2021-05-06T11:51:32.670Z
Curso em Vídeo, Curso MySQL #02a - Instalando o MySQL com WAMP,2021-05-06T11:47:25.504Z
Curso em Vídeo, Curso MySQL #01 - O que é um Banco de Dados?,2021-05-06T11:47:20.192Z
Robson V. Leite, DEBUGANDO FUNÇÕES DIRETO NO BANCO DE DADOS | POSTGRESQL #06,2021-05-06T11:44:13.657Z
Lucas Vinicius," Dbeaver - Primeiro contato, Configuração e Diferenciais",2021-05-06T11:42:50.482Z
Professor MarcoMaddo, Guia Completo PostgreSQL - PSQL acesse qualquer banco de dados como um DBA faz via terminal.,2021-05-05T22:37:11.368Z
Robson V. Leite, RELACIONAMENTO E INTEGRIDADE DO BANCO DE DADOS | POSTGRESQL #03,2021-05-05T22:10:05.736Z
Ricardo Ferreira, Conexão cliente/servidor de banco de dados PostgreSQL em container Docker,2021-05-05T21:59:03.106Z
Fernando Anselmo, Postgres no Docker,2021-05-05T21:56:20.028Z
Descompila, Banco de Dados com PostgreSQL - #06 - Atualizando dados - Update,2021-05-05T21:42:42.200Z
Engenharia Detalhada, O que é LOGÍSTICA?,2021-05-05T21:23:29.714Z
IPC Industrial, Trilhos Roletados Flow Rack,2021-05-05T21:18:16.143Z
adsense, a video that has been removed,2021-05-05T14:12:58.142Z
Otávio Miranda, Métodos de Classes - Python Orientado a Objetos - Aula 36,2021-05-05T13:37:12.456Z
Otávio Miranda, Métodos de Classes - Python Orientado a Objetos - Aula 36,2021-05-04T19:19:25.965Z
Marcos Castro, Python - Utilizando herança,2021-05-04T19:13:57.010Z
Mari dos Reis - Profissão? Estudante!," Faculdade de farmácia a distância, EAD, FLEX, Semipresencial (minha opinião)",2021-05-04T16:27:35.450Z
eXcript, Curso de Python - Aula 19 - Operadores Relacionais  - eXcript,2021-05-04T14:59:49.348Z
eXcript, Curso de Python - Aula 25 - Operadores Lógicos - eXcript,2021-05-04T14:08:41.585Z
Porta dos Fundos, MUNDO DOS NEGÓCIOS,2021-05-03T18:44:39.961Z
Anitta, Anitta - Girl From Rio (Official Music Video),2021-05-01T19:31:10.622Z
nk music, NK Music - Andromeda [Full LoFi BeatTape],2021-05-01T14:29:25.938Z
nk music," [FREE] Isaiah Rashad x J. Cole x Kendrick Lamar Chill Type Beat | ""Zariah""",2021-05-01T14:21:33.047Z
Balance Cooper," (FREE) SCHOOLBOY Q X A$AP ROCKY TYPE BEAT ""SOUVENIR""",2021-05-01T14:17:51.412Z
Balance Cooper," (FREE) ISAIAH RASHAD X KENDRICK LAMAR X J COLE TYPE BEAT ""CHANGES""",2021-05-01T14:14:35.967Z
Balance Cooper," (FREE) 21 SAVAGE X SCHOOLBOY Q TYPE BEAT ""BILLS TO PAY""",2021-05-01T14:11:31.408Z
eXcript, Curso de Python - Aula 63 - Funções dos Dicionários - eXcript,2021-04-30T13:52:59.466Z
Bóson Treinamentos, Modelagem de Dados - Dicionário de Dados,2021-04-30T13:52:24.672Z
Gerry Jenkins, Python: __dict__ uses or just OOP madness,2021-04-30T13:51:10.295Z
Programação Dinâmica, Ser AUTODIDATA NÃO é uma OPÇÃO | Handshake #32,2021-04-30T12:08:41.351Z
Python Pro, AULA 25 - Como CONTAR CARACTERES com LISTA? — Curso de Python Grátis,2021-04-30T12:00:25.330Z
Curso em Vídeo, Curso Python #17 - Listas (Parte 2),2021-04-30T11:55:55.190Z
Curso em Vídeo, Curso Python #09 - Manipulando Texto,2021-04-30T11:03:48.229Z
Cursos Kane Chan, Variáveis String e função len em Python,2021-04-30T11:03:03.297Z
Brendan Metcalfe, 4 Ways to Find the Length of a List or String in Python (without the len() Function)  TUTORIAL,2021-04-30T11:02:54.799Z
Cursos Kane Chan, Variáveis String e função len em Python,2021-04-30T01:57:05.072Z
Código Logo, Python Função len   Obter tamanho de string e coleção de dados,2021-04-30T01:54:30.300Z
Atila Iamarino, Você não consegue ver essa imagem,2021-04-29T23:50:35.288Z
Código Fonte TV, Containers // Dicionário do Programador,2021-04-29T19:23:09.175Z
LINUXtips, DESCOMPLICANDO O DOCKER V1 - 01 - O QUE É CONTAINER?,2021-04-29T19:20:31.363Z
Matheus Battisti - Hora de Codar, Curso de Docker para iniciantes - aprenda Docker em 1 hora,2021-04-29T19:08:14.104Z
LINUXtips, O que é Docker? Tutorial rápido | Descomplicando o Docker V1 - Parte 2,2021-04-29T18:55:44.622Z
Dev Aprender, Python Classes e Métodos - Em Menos de 10 Minutos [FÁCIL],2021-04-29T16:26:44.987Z
Mario Filho, Ela se Tornou Cientista de Dados em Apenas 6 Meses - Live #37,2021-04-29T16:04:17.381Z
Programação Dinâmica, Cientista de Dados analisando VAGAS reais de Ciência de Dados | Handshake #15,2021-04-29T02:18:50.483Z
Código Fonte TV, Como se Tornar um Cientista de Dados de Sucesso // Vlog #105,2021-04-29T02:10:06.844Z
Junferno, Bad Apple!! but it's a VS Code Auto-Formatter,2021-04-29T02:08:29.279Z
adsense, Dia da Mães #TemNoMagalu,2021-04-29T02:07:36.123Z
Dev Aprender, 3 Formas de GANHAR Dinheiro Com Python |  ANTES de ser Contratado,2021-04-29T02:04:46.738Z
Meteoro Brasil, CIRO GOMES CULPA PT PELA ELEIÇÃO DE BOLSONARO,2021-04-29T01:24:28.270Z
JeRsEyReBoX, Rejogando classicos - Sonic The Hedgehog 2 - Master System,2021-04-29T01:23:54.914Z
Prochan, PODEMOS DIRIGIR O TREM DO GTA 5!?,2021-04-29T01:23:10.608Z
Eduardo Mendes," Rapidinha pythonica #7 - Classe, instância e objeto",2021-04-29T00:01:13.300Z
Aprendiz Moderno, Precisa ter superior completo para se tornar Analista de Dados?,2021-04-28T23:49:47.738Z
CFBCursos, POO - Classes / P2 / Construtor e métodos - Curso de Python #24,2021-04-28T23:46:52Z
Digital House Brasil, O que faz um analista de dados? Conheça o profissional do novo petróleo,2021-04-28T22:05:13.061Z
Otávio Miranda, Atributos de Classe - Python Orientado a Objetos - Aula 39,2021-04-28T21:35:45.670Z
