,Canal,Nome vídeo,Data
5553,OrienteRJ,Watched TROLLEI MINHA NAMORADA FALANDO INGLÊS POR 2 HORAS  !!! ‹ JonVlogs ›,2018-11-12 18:53:30.945
5554,Emicida,Watched UMA NOITE DIZENDO SIM PARA TUDO PRA MINHA NAMORADA,2018-11-12 18:51:34.287
5555,ClaudiaLeitteVEVO,Watched DEIXEI MINHA NAMORADA COM MUITO CIÚMES,2018-11-12 18:49:32.884
5556,adsense,Watched TRUPE 20:07 RESPONDE: 200% HONESTO!,2018-11-12 17:51:43.890
5557,Caio Araujo,Watched NÃO PODE RIR com MÁSCARA VERDE,2018-11-12 17:41:47.427
5558,Jon Vlogs,Watched Chris Flores revela como desmascarou a Grávida de Taubaté | The Noite (07/03/17),2018-11-12 17:29:30.063
5559,Paulo e Aline,Watched Como ligar fogão elétrico,2018-11-12 17:28:30.249
5560,Paulo e Aline,Watched a video that has been removed,2018-11-12 02:18:00.878
5561,Mauro Nakada,Watched Apenas Amigos 720p 2006 Dublado   YTSBR COM,2018-11-12 02:17:58.228
5562,Invento na Hora,Watched https://www.youtube.com/watch?v=Erp3OUZmjzk,2018-11-12 02:16:56.615
5563,The Noite com Danilo Gentili,Watched A Banda Mais Bonita da Cidade - Reza para um Querubim (Video Ao Vivo),2018-11-11 14:15:05.353
5564,Dicas faceis e Práticas,Watched A Banda Mais Bonita da Cidade - O Mais Feliz da Vida (Video Ao Vivo),2018-11-11 14:11:24.849
5565,adsense,Watched A Banda Mais Bonita da Cidade - Uma Atriz (Video Ao Vivo),2018-11-11 14:10:51.233
5566,xandy Tutors,Watched Emicida - Hoje cedo (Feat. Pitty),2018-11-11 03:54:25.314
5567,adsense,Watched eu não to bem :),2018-11-11 03:11:18.698
5568,bandamaisbonitaVEVO,Watched Emicida - Hoje cedo (Feat. Pitty),2018-11-11 02:59:08.244
5569,bandamaisbonitaVEVO,"Watched Rael - Aurora Boreal ""Medley Acústica"" - ONErpm Studios Sessions",2018-11-11 02:24:00.630
5570,bandamaisbonitaVEVO,Watched Emicida - Madagascar,2018-11-11 02:16:13.775
5571,Emicida,Watched Emicida - Alma gêmea (Feat. Rafa Kabelo),2018-11-11 02:11:56.196
5572,Brendha Crizel,Watched Los Hermanos - Sentimental (Video),2018-11-10 22:53:06.691
5573,Emicida,Watched Los Hermanos - De Onde Vem a Calma (Ao Vivo),2018-11-10 22:48:46.674
5574,ONErpm,Watched Los Hermanos - Do Sétimo Andar (Ao Vivo),2018-11-10 22:44:09.802
5575,EmicidaOficialVEVO,Watched Los Hermanos - Além Do Que Se Vê (Video),2018-11-10 22:40:12.403
5576,Emicida,Watched Los Hermanos - O Velho E O Moço (Ao Vivo),2018-11-10 22:35:38.563
5577,loshermanosVEVO,Watched Los Hermanos - Conversa De Botas Batidas (Video),2018-11-10 22:30:01.689
5578,loshermanosVEVO,Watched Los hermanos - Retrato pra laiá,2018-11-10 22:25:46.923
5579,loshermanosVEVO,Watched Los Hermanos - Último Romance (Ao Vivo),2018-11-10 22:20:59.348
5580,loshermanosVEVO,Watched Plebe Rude - Até Quando Esperar (DVD - Rachando Concreto ao vivo em Brasília),2018-11-10 21:51:56.147
5581,loshermanosVEVO,Watched Detonautas - Até quando esperar,2018-11-10 21:51:34.589
5582,loshermanosVEVO,Watched Plebe Rude - Até Quando Esperar - Estúdio Showlivre,2018-11-10 21:51:16.012
5583,Los Hermanos,Watched CPM 22 - Um Minuto Para o Fim do Mundo (Ao Vivo no Rock in Rio),2018-11-10 21:49:06.795
5584,loshermanosVEVO,Watched TIAGO IORC - Dia Especial,2018-11-10 21:46:57.485
5585,pleberude,Watched Emicida - Passarinhos ft. Vanessa Da Mata,2018-11-10 21:46:23.263
5586,detonautasVEVO,Watched Projota - Muleque De Vila (Ao Vivo),2018-11-10 21:38:46.814
5587,Henrique Fernandes,Watched Felipe Araújo & Ferrugem - Atrasadinha,2018-11-10 21:38:24.094
5588,MZA Music,Watched Pabllo Vittar - Disk Me (Official Music Video) ☎️✨,2018-11-10 21:35:02.629
5589,TIAGO IORC,Watched a video that has been removed,2018-11-10 05:55:48.768
5590,EmicidaOficialVEVO,Watched Corrigindo o Problema Das Permissões Do Cartão SD No Android Kit Kat (Linkando Pastas),2018-11-10 04:08:25.648
5591,ProjVEVO,Watched Minoxidil Funciona? - Duvidas Mais Frequentes - Dr Lucas Fustinoni,2018-11-10 02:55:36.025
5592,Felipe Araújo,Watched https://www.youtube.com/watch?v=lbrjtSvaGEY,2018-11-10 02:55:21.010
5593,Pabllo Vittar,Watched Los Hermanos - Conversa De Botas Batidas (Video),2018-11-09 22:47:55.947
5594,adsense,Watched Los hermanos - Retrato pra laiá,2018-11-09 22:43:57.502
5595,Mundo P.E,Watched Los hermanos - Sentimental,2018-11-09 22:25:17.646
5596,Dr Lucas Fustinoni,Watched GRITANDO EM PÚBLICO (EU VOU DAR TIROOO) KKK 😂,2018-11-09 21:12:28.404
5597,adsense,"Watched GASTEI 1000,00 REAIS NA MÁQUINA DE PEGAR CELULAR e GANHEI!!! (CHAVE DO TESOURO)",2018-11-09 20:55:30.920
5598,loshermanosVEVO,Watched Sophia - Esteban,2018-11-09 20:36:20.331
5599,Los Hermanos,Watched Esteban Tavares - Pianinho,2018-11-09 20:31:51.391
5600,Los Hermanos,Watched Liniker - Zero,2018-11-09 20:31:02.846
5601,Canal Salles,"Watched Natiruts - Sorri, Sou Rei (Natiruts Acústico Ao Vivo no Rio de Janeiro)",2018-11-09 20:28:46.589
5602,Invento na Hora,Watched Emicida - Passarinhos ft. Vanessa Da Mata,2018-11-09 20:24:08.501
5603,renascidoish,Watched Emicida - Hoje cedo (Feat. Pitty),2018-11-09 20:18:02.640
5604,Mundo Arte,Watched Scalene - Entrelaços (Lyric Video),2018-11-09 20:14:50.340
5605,Liniker e os Caramelows,Watched Scalene - Surreal (CLIPE) | Real / Surreal,2018-11-09 20:14:45.829
5606,NatirutsVEVO,Watched Esteban - Carta aos Desinteressados,2018-11-09 20:14:26.794
5607,EmicidaOficialVEVO,Watched 5 a seco - faça desse drama [OFICIAL],2018-11-09 20:12:12.615
5608,Emicida,Watched 5 a seco - o sonho - policromo (áudio) [OFICIAL],2018-11-09 20:09:31.378
5609,scalenetube,Watched Los Hermanos - Último Romance (Ao Vivo),2018-11-09 20:09:16.796
5610,scalenetube,Watched Esteban Tavares - Cigarros e Capitais,2018-11-09 20:05:06.594
5611,Esteban Tavares,Watched Esteban - Segunda Feira (ao vivo),2018-11-09 20:02:56.522
5612,5 a seco,Watched 5 a seco - pra você dar o nome [OFICIAL],2018-11-09 20:02:46.889
5613,5 a seco,Watched Diego e Arnaldo - Sofri Em Dobro (Vídeo Oficial),2018-11-09 19:59:37.094
5614,loshermanosVEVO,Watched Zé Ramalho - Sinônimos (Ao Vivo),2018-11-09 19:54:52.024
5615,Esteban Tavares,"Watched Fagner, Zé Ramalho - Chão de Giz (Ao Vivo)",2018-11-08 22:24:18.669
5616,Esteban Tavares,Watched Pais e Filhos - Legião Urbana,2018-11-08 22:18:54.847
5617,5 a seco,Watched Zé Ramalho - Sinônimos (Ao Vivo),2018-11-08 22:12:07.173
5618,Diego e Arnaldo,Watched Jorge Vercillo - Ela Une Todas As Coisas,2018-11-08 22:07:19.201
5619,ZeRamalhoVEVO,Watched Zé Ramalho - Garoto de Aluguel (Ao Vivo),2018-11-08 22:02:05.485
5620,FagnereZeRamalhoVEVO,Watched Claudia Leitte - Baldin de Gelo,2018-11-08 21:58:54.186
5621,Lucas Santoro,Watched Pabllo Vittar - Disk Me (Official Music Video) ☎️✨,2018-11-08 21:58:47.920
5622,ZeRamalhoVEVO,Watched Pabllo Vittar - Corpo Sensual (feat. Mateus Carrilho) (Videoclipe Oficial),2018-11-08 21:41:44.470
5623,JorgeVercilloVEVO,Watched IZA - Dona de Mim,2018-11-08 21:41:16.452
5624,ZeRamalhoVEVO,Watched Maneva - Seja Para Mim (Ao Vivo Em São Paulo),2018-11-08 21:38:20.126
5625,ClaudiaLeitteVEVO,Watched Claudia Leitte - Cai Fora / Foto Na Estante / Banho De Chuva,2018-11-08 21:37:51.153
5626,Pabllo Vittar,"Watched Márcia Fellipe, Jerry Smith - Quem Me Dera",2018-11-08 21:35:29.293
5627,Pabllo Vittar,Watched Claudia Leitte - Pensando Em Você (Ao Vivo Em Copacabana),2018-11-08 21:32:08.048
5628,IZA,Watched Enzo Rabelo - Tijolinho Por Tijolinho | Part. Zé Felipe,2018-11-08 21:27:47.949
5629,ManevaVEVO,Watched Felipe Araújo & Ferrugem - Atrasadinha,2018-11-08 21:23:51.168
5630,ClaudiaLeitteVEVO,Watched Melim - Meu Abrigo (Clipe Oficial),2018-11-08 21:22:50.836
5631,MarciaFellipeVEVO,"Watched GRITO ACÚSTICO | Quando Você Voltar - Lourena, WJ e Morcego.",2018-11-07 23:07:03.098
5632,ClaudiaLeitteVEVO,Watched Projota - Muleque De Vila (Ao Vivo),2018-11-07 23:06:55.757
5633,Enzo Rabelo,Watched Poesia Acústica #3 - Capricorniana - Sant | Tiago Mac | Lord | Maria | Choice,2018-11-07 23:06:41.452
5634,Felipe Araújo,"Watched Greeicy, Anitta - Jacuzzi",2018-11-07 23:06:15.199
5635,MelimVEVO,Watched Pabllo Vittar - Disk Me (Official Music Video) ☎️✨,2018-11-07 23:02:55.235
5636,Grito Filmes,Watched CRIANÇAS MAIS PERIGOSAS DO MUNDO [+13],2018-11-07 22:56:41.550
5637,ProjVEVO,Watched EU NÃO SEI FALAR INGLÊS,2018-11-07 22:50:57.842
5638,PineappleStormTV,Watched Pouca Pausa - Gabi Luthai feat. Mauro Nakada cover (REVELANDO YOUTUBERS),2018-11-07 22:48:18.329
5639,GreeicyVEVO,Watched Atrasados do ENEM - Pagode da Ofensa na Web!,2018-11-07 22:36:28.398
5640,Pabllo Vittar,Watched Vem Cá - Pelé MilFlows (Prod. Volp & Rafa Valle),2018-11-07 21:14:43.401
5641,Felipe Neto,"Watched Acústico 1Kilo - Deixe-me Ir (Baviera, Knust e Pablo Martins)",2018-11-07 21:10:30.231
5642,whinderssonnunes,Watched Melim - Meu Abrigo (Clipe Oficial),2018-11-07 21:03:19.404
5643,Gabi Luthai,Watched Felipe Araújo & Ferrugem - Atrasadinha,2018-11-07 21:00:28.726
5644,Pagode da Ofensa na Web!,Watched Konai - Te vi na rua ontem .mp3,2018-11-07 20:59:02.866
5645,ALTAMIRA TV,Watched Luiz Lins - Saudade ft. Konai & Mazili,2018-11-07 20:54:57.119
5646,1Kilo Oficial,Watched Pabllo Vittar - Não Vou Deitar (Áudio Oficial),2018-11-07 20:53:55.745
5647,MelimVEVO,Watched https://www.youtube.com/watch?v=5YzQQKHRrMc,2018-11-07 20:53:49.379
5648,Felipe Araújo,Watched Logaritmo Enem Questão 165 Resolvida Matemática (Gabarito/Correção) #logaritmo,2018-11-07 15:19:09.194
5649,Konai,Watched Enem 2015 - Questão 165,2018-11-07 15:17:58.882
5650,PE SQUAD,Watched UM VINHO COM MAJU TRINDADE,2018-11-07 01:59:41.688
5651,Pabllo Vittar,"Watched TENTE NÃO FAZER XIXI (PRESOS NA PAREDE)!  Ft. BIBI TATTO, NATHAN PEREIRA E VIVI WANDERLEY.",2018-11-06 21:42:19.230
5652,adsense,Watched No dia do ENEM...,2018-11-06 21:39:52.360
5653,Bruno Glasses Matemática,Watched PELA PRIMEIRA VEZ LEVEI MEU NAMORADO PRA SAIR!😍😍,2018-11-06 01:53:35.194
5654,Aulas do Prof. Eloy,Watched A Verdade sobre Lucas Lira!,2018-11-05 02:06:29.519
5655,Giovanna Ferrarezi,"Watched ME SEPAREI, COM QUEM A MEL VAI FICAR ?",2018-11-05 02:06:09.866
5656,Maria Venture,Watched QUEIMAMOS DE ÓDIO!!!,2018-11-05 01:51:51.389
5657,Invento na Hora,Watched ÚLTIMO VÍDEO DE TEMAS ATÉ O ENEM 2018 - Débora Aladim,2018-11-04 13:08:45.974
5658,Sunaika Bruna,Watched 5 TEMAS PARA A REDAÇÃO DO ENEM! - Débora Aladim,2018-11-04 13:08:41.866
5659,Mauro Nakada,Watched ALUSÕES NERDS PARA A REDAÇÃO DO ENEM - Débora Aladim,2018-11-04 13:08:34.638
5660,Canal Salles,Watched ALUSÕES HISTÓRICAS PARA TODOS OS TEMAS DE REDAÇÃO! - Débora Aladim,2018-11-04 13:08:20.681
5661,Invento na Hora,Watched TEMAS PARA A REDAÇÃO 2018 - parte 4 (porque são MUITOS),2018-11-04 13:08:13.731
5662,Débora Aladim,Watched COMO ACABAR COM BLOQUEIOS PARA ESCREVER UMA REDAÇÃO? - Débora Aladim,2018-11-04 13:08:01.578
5663,Débora Aladim,Watched (MAIS) TEMAS PARA A REDAÇÃO DO ENEM 2018! (parte 3) - Débora Aladim,2018-11-04 13:07:54.409
5664,Débora Aladim,Watched 10 Temas Para Redação do Enem 2018 - PARTE 2 (Débora Aladim),2018-11-04 13:07:45.476
5665,Débora Aladim,Watched 10 TEMAS PARA A REDAÇÃO DO ENEM 2018 - Débora Aladim,2018-11-04 13:07:34.932
5666,Débora Aladim,Watched https://www.youtube.com/watch?v=wGDzd-kzhEA,2018-11-04 13:07:27.685
5667,Débora Aladim,Watched REVISÃO DE REDAÇÃO PARA O ENEM - Débora Aladim,2018-11-04 13:07:09.234
5668,Débora Aladim,Watched https://www.youtube.com/watch?v=INRgDQ4cb7A,2018-11-04 13:07:00.396
5669,Débora Aladim,Watched COMO ESCREVER REDAÇÃO SEM SABER NADA SOBRE O TEMA - Débora Aladim,2018-11-04 13:06:37.716
5670,Débora Aladim,Watched FRASES PRONTAS E FORMAS DE COMEÇAR A SUA REDAÇÃO - Débora Aladim,2018-11-04 13:06:23.680
5671,adsense,Watched ESTRATÉGIAS ARGUMENTATIVAS PARA A REDAÇÃO DO ENEM - Débora Aladim,2018-11-04 13:06:12.641
5672,Débora Aladim,Watched TEMAS PARA A REDAÇÃO DO ENEM - Parte 3 (Débora Aladim),2018-11-04 13:05:56.508
5673,adsense,Watched TEMAS PARA A REDAÇÃO DO ENEM - PARTE 2 (Débora Aladim),2018-11-04 13:05:28.348
5674,Débora Aladim,Watched TEMAS PARA A REDAÇÃO DO ENEM 2017 (parte 1) - Débora Aladim,2018-11-04 13:05:15.341
5675,Débora Aladim,"Watched REDAÇÃO ENEM: DICAS, CITAÇÕES E ALUSÕES (Débora Aladim)",2018-11-04 13:04:52.935
5676,Débora Aladim,Watched GETTING OVER IT - O JOGO DO RAGE,2018-11-04 06:30:29.646
5677,Débora Aladim,Watched O MAIOR E PIOR JOGO DE RAGE DO MUNDO - Getting over it,2018-11-04 06:17:50.893
5678,Débora Aladim,Watched TENTE NÃO SENTIR VERGONHA ALHEIA #veda10,2018-11-04 06:04:45.640
5679,Débora Aladim,Watched TATUANDO YOUTUBERS - LUCAS LIRA e SUNAIKA BRUNA,2018-11-04 05:54:22.853
5680,Débora Aladim,Watched FUI TATUAR E DEU RUIM,2018-11-04 05:43:48.819
5681,Jogue como um Ogro,"Watched COCA COLA DE CHOCOLATE, PASCOA TOP",2018-11-04 05:30:19.762
5682,Canal Salles,Watched ME FIZERAM DE BOLO AO VIVO 😱 (Comemoração de 500 mil Inscritos ),2018-11-04 05:17:31.295
5683,Canal Salles,Watched ESTOU SEM ROUPAS 😱,2018-11-04 04:57:56.983
5684,Canal Salles,Watched APRENDEMOS A DANÇAR FUNK!,2018-11-04 04:46:24.932
5685,Canal Salles,Watched Zé Neto e Cristiano - BEBIDA NA FERIDA - #EsqueceOMundoLaFora,2018-11-03 20:44:32.595
5686,Canal Salles,Watched Zé Neto e Cristiano - DERRETER A ALIANÇA - #EsqueceOMundoLaFora,2018-11-03 20:43:17.312
5687,Canal Salles,Watched Zé Neto e Cristiano - MULHER MARAVILHA - #EsqueceOMundoLaFora,2018-11-03 20:42:52.495
5688,Canal Salles,Watched Marília Mendonça - Parece Namoro (Agora Que São Elas 2),2018-11-03 20:38:47.574
5689,Invento na Hora,Watched Jorge & Mateus - Trincadinho [Terra Sem CEP] (Vídeo Oficial),2018-11-03 20:36:29.678
5690,Zé Neto e Cristiano,Watched Zé Neto e Cristiano - STATUS QUE EU NÃO QUERIA - #EsqueceOMundoLaFora,2018-11-03 20:33:55.270
5691,Zé Neto e Cristiano,Watched Gusttavo Lima - Zé da Recaída,2018-11-03 20:33:23.836
5692,Zé Neto e Cristiano,"Watched Henrique e Juliano - QUEM PEGOU, PEGOU - DVD Menos é Mais - IG: henriqueejuliano",2018-11-03 20:30:16.985
5693,Marília Mendonça,Watched Maiara e Maraisa - Quem Ensinou Fui Eu,2018-11-03 20:29:38.114
5694,Jorge & Mateus Oficial,Watched Marília Mendonça - Ausência (Agora Que São Elas 2),2018-11-03 20:27:08.723
5695,Zé Neto e Cristiano,Watched Zé Neto e Cristiano - LARGADO ÀS TRAÇAS - Zé Neto e Cristiano Acústico,2018-11-03 20:25:09.864
5696,Gusttavo Lima Oficial,Watched Marília Mendonça - A Culpa é Dele feat. Maiara e Maraisa (Agora é Que São Elas 2),2018-11-03 20:21:52.937
5697,Henrique e Juliano,Watched Jorge & Mateus - Propaganda [Terra Sem CEP] (Vídeo Oficial),2018-11-03 20:19:22.711
5698,Maiara e Maraisa,Watched Bruno & Marrone - Por Te Amar Demais (Ao Vivo),2018-11-03 20:11:13.749
5699,Marília Mendonça,Watched Bruno & Marrone - Nova Flor (Os Homens Não Devem Chorar) (Ao Vivo),2018-11-03 20:05:56.124
5700,Zé Neto e Cristiano,"Watched Eu, a patroa e as Crianças - S04E17 - O presente de aniversário - 720p - Dublado",2018-11-02 21:14:19.962
5701,Marília Mendonça,Watched a video that has been removed,2018-11-02 21:12:36.387
5702,Jorge & Mateus Oficial,Watched https://www.youtube.com/watch?v=2J5WYCp5Plw,2018-11-02 21:12:28.461
5703,BrunoEMarroneVEVO,Watched A GENTE TÁ FEDENDO MUITO!,2018-11-02 21:12:15.813
5704,BrunoEMarroneVEVO,Watched A Verdade sobre Lucas Lira!,2018-11-02 00:58:24.489
5705,jogodoido1,Watched INVADIRAM NOSSA CASA ENQUANTO EU DORMIA! *assunto sério*,2018-11-02 00:44:59.433
5706,adsense,Watched FUI ATROPELADO AO VIVÃO 😱,2018-11-02 00:34:56.255
5707,adsense,Watched NOS TRANSFORMAMOS EM PADRE E FREIRA DO MAL! (Festa Halloween com Youtubers),2018-11-01 23:22:39.448
5708,Invento na Hora,"Watched Avine Vinny In Jeri - ""Então Vai""",2018-11-01 23:22:28.678
5709,Mauro Nakada,Watched Márcia Fellipe - Quatro Sorrisos,2018-11-01 20:55:52.079
5710,Invento na Hora,Watched Gabriel Diniz - Jenifer,2018-11-01 20:53:37.832
5711,Canal Salles,Watched JOGUEI MEU IPHONE NOVO DO SEGUNDO ANDAR e ESTRAGOOOOU!!!,2018-10-31 04:35:01.604
5712,Invento na Hora,Watched ASSUSTEI ELA COM UM INSETO FALSO!,2018-10-30 02:26:18.313
5713,Avine,Watched MEU PNEU FUROU E LEVAMOS UM BANHO DE CHUVA! (É MUITO AZAR MANO),2018-10-30 02:16:08.057
5714,MarciaFellipeVEVO,Watched https://www.youtube.com/watch?v=5YzQQKHRrMc,2018-10-29 22:31:24.146
5715,GabrielDinizVEVO,Watched Violência Virtual - Curta Metragem,2018-10-29 17:22:34.900
5716,Invento na Hora,Watched Cyberbullying: violência virtual machuca,2018-10-29 17:18:48.319
5717,Invento na Hora,Watched COMPREI 1200 CHOCOLATES E FIZ A MELHOR COISA DA MINHA VIDA!,2018-10-29 05:33:07.232
5718,Invento na Hora,Watched OVO DE PÁSCOA GIGANTE MONSTRUOSO quase IMPOSSÍVEL DE FAZER!,2018-10-29 05:18:21.702
5719,adsense,Watched FUI NO MOTEL 5 ESTRELAS E TOMEI BANHO DE VINHO!,2018-10-29 05:05:57.576
5720,Bruno Buemo,Watched MINHA NAMORADA É A MAIS DESASTRADA DO MUNDO!,2018-10-29 04:55:24.728
5721,Awebic,Watched MINHA NAMORADA É A MAIS DESASTRADA DE TODAS!,2018-10-29 04:45:09.463
5722,Invento na Hora,Watched MEU CACHORRO COMEU O MEU FONE 😭😭😭,2018-10-29 04:29:12.507
5723,Invento na Hora,Watched ARREBENTEI MINHA TESTA NA OBRA!,2018-10-29 04:19:59.401
5724,Invento na Hora,Watched Como preencher/corrigir a sobrancelha com Ruby Rose,2018-10-28 17:46:49.453
5725,Invento na Hora,Watched Sobrancelhas como preencher com sombra | MAQUIANDO CLIENTE 2*,2018-10-28 17:38:56.517
5726,Invento na Hora,Watched TROLLEI MINHA NAMORADA TERMINANDO COM ELA!,2018-10-28 15:12:39.140
5727,Invento na Hora,Watched MINHA SOGRA VEIO PRA MANSÃO !!!,2018-10-28 14:20:58.808
5728,Invento na Hora,Watched COMO FAZER DINHEIRO TRABALHANDO EM CASA? | Mi Alves,2018-10-28 02:47:43.288
5729,Prih Sarmento,"Watched ""NÃO NASCI LÉSBICA” | Mi Alves",2018-10-28 02:47:31.134
5730,Ilka Cabral,Watched TESTEI A PIOR BASE DA MINHA VIDA - NÃO INDICO PRA NINGUÉM! #NÃODÁPRADEFENDER + NOVIDADE!,2018-10-28 02:46:10.143
5731,Invento na Hora,Watched LEVEI MINHA NAMORADA PRA COLOCAR 2 PIERCINGS DE UMA VEZ!,2018-10-27 21:58:33.573
5732,Invento na Hora,Watched COLOQUEI UM PIERCING E CHOREI!,2018-10-27 21:57:43.746
5733,Mi Alves,Watched FOI BOTAR UM PIERCING NOVO E QUASE DESISTIU DE TANTA DOR!,2018-10-27 21:48:14.595
5734,Mi Alves,Watched ELA ME DEU UM PRESENTE!,2018-10-27 21:46:59.387
5735,Duda Fernandes,Watched Matheus & Kauan - Oitava Dose (Ao Vivo),2018-10-27 20:07:24.780
5736,Invento na Hora,Watched Jorge & Mateus - Paredes (Como Sempre Feito Nunca) [Vídeo Oficial],2018-10-27 20:06:34.800
5737,Invento na Hora,Watched Matheus & Kauan - Decide Aí - Na Praia Ao Vivo,2018-10-27 20:03:21.615
5738,Invento na Hora,Watched Matheus & Kauan - Incerteza - Na Praia Ao Vivo,2018-10-27 20:00:01.494
5739,Invento na Hora,Watched Matheus & Kauan - Me Amar Amanhã - Na Praia Ao Vivo,2018-10-27 19:57:07.480
5740,MatheusKauanVEVO,Watched Beber Com Emergência - Jefferson Moraes (DVD Start in São Paulo) [Vídeo Oficial],2018-10-27 19:57:02.046
5741,Jorge & Mateus Oficial,Watched MC L Da Vinte e MC Gury - Parado no Bailão  (Funk Explode),2018-10-27 19:56:47.557
5742,MatheusKauanVEVO,Watched MC FLESHINHO - DEIXA LENTA - MÚSICA NOVA,2018-10-27 19:54:38.730
5743,MatheusKauanVEVO,Watched Diego e Arnaldo - Sofri Em Dobro (Vídeo Oficial),2018-10-27 19:48:15.289
5744,MatheusKauanVEVO,Watched Jorge Vercillo - Ela Une Todas As Coisas,2018-10-27 19:45:59.847
5745,Jefferson Moraes,Watched Monica Iozzi Canta Elis Regina,2018-10-27 19:43:20.418
5746,Funk Explode,Watched Elis Regina - Como Nossos Pais,2018-10-27 19:42:12.397
5747,MANO DJHAY,Watched Poesia Acústica #3 - Capricorniana - Sant | Tiago Mac | Lord | Maria | Choice,2018-10-27 19:42:05.651
5748,Diego e Arnaldo,Watched Melim - Meu Abrigo (Clipe Oficial),2018-10-27 19:37:51.081
5749,JorgeVercilloVEVO,Watched Biquini Cavadão - Quando Eu Te Encontrar (Ao Vivo),2018-10-27 19:33:00.687
5750,Ta Rolando Na Tv,Watched Biquini Cavadão - Vento Ventania (Ao Vivo),2018-10-27 19:26:50.971
5751,Ricardo Duarte,Watched Onze:20 - Não Vai Voltar [Clipe Oficial],2018-10-27 19:26:08.858
5752,PineappleStormTV,Watched armandinho- analua,2018-10-27 19:20:02.517
5753,MelimVEVO,Watched Armandinho - Lua Cheia,2018-10-27 19:16:06.282
5754,BiquiniCavadaoVEVO,Watched ALEXANDRE PIRES - AO VIVO (EM CASA) - 1 FINAL FELIZ,2018-10-27 19:13:10.430
5755,BiquiniCavadaoVEVO,Watched Felipe Araújo & Ferrugem - Atrasadinha,2018-10-27 19:11:40.791
5756,Onze:20,Watched https://www.youtube.com/watch?v=5YzQQKHRrMc,2018-10-27 19:01:14.113
5757,Helder cabral tavares pinto,Watched Projota - Faz Parte ft. Anitta (Ao Vivo),2018-10-27 18:58:15.658
5758,ArmandinhoVEVO,Watched Projota - Chuva De Novembro (Video Oficial),2018-10-27 18:53:55.363
5759,Pereira3032,Watched Projota - Ela Só Quer Paz (Video),2018-10-27 18:50:51.744
5760,Felipe Araújo,Watched Projota - Muleque De Vila (Ao Vivo),2018-10-27 18:46:16.901
5761,adsense,Watched Maiara e Maraisa - Encontro Com O Passado (Ao Vivo em Goiânia),2018-10-27 18:45:05.065
5762,ProjVEVO,Watched Maiara e Maraisa - Te Procurava De Novo - (Ao Vivo em Goiânia),2018-10-27 18:41:29.929
5763,ProjVEVO,Watched Maiara & Maraisa - Fala a Verdade (part. Jorge & Mateus) [Ao Vivo em Goiânia],2018-10-27 18:38:55.413
5764,ProjVEVO,Watched Maiara e Maraisa - No Dia Do Seu Casamento (Ao Vivo em Goiânia),2018-10-27 18:38:33.199
5765,ProjVEVO,Watched Maiara & Maraisa - Se Olha No Espelho (part. Cristiano Araújo) [Ao Vivo em Goiânia],2018-10-27 18:34:43.909
5766,Maiara e Maraisa,Watched Maiara & Maraisa - 10% (Ao Vivo em Goiânia),2018-10-27 18:31:32.252
5767,Maiara e Maraisa,Watched Maiara e Maraisa - Mexidinho (Ao Vivo em Goiânia),2018-10-27 18:29:03.357
5768,Maiara e Maraisa,Watched Maiara e Maraisa - Você Se Transformou (Ao Vivo em Goiânia),2018-10-27 18:25:30.441
5769,Maiara e Maraisa,Watched Maiara e Maraisa - Quase Um Casal (Ao Vivo em Goiânia),2018-10-27 18:22:18.881
